,ID,label
0,16588,566024.0535958041
1,17513,954693.4667237065
2,14448,19975.649682736257
3,13972,732186.0769176343
4,18321,58.56673393258825
5,19593,29598.72759542102
6,16569,66918.86113024084
7,11736,-0.006399949546903372
8,18654,14.43394054332748
9,12539,120078.80564774945
10,19545,-85.77719077141955
11,10113,1541292.9048888471
12,19387,957939.687790469
13,10985,98951.69175050245
14,18805,118889699.74985251
15,12993,34584.769841931295
16,17187,13878818.805513304
17,11290,426148.7969920859
18,12106,20538.429661401547
19,11139,1338.5204784597736
20,15128,0.2977519924752414
21,12377,34.650617194827646
22,14751,12.285341259557754
23,16358,1475.838902955642
24,19049,21584.674780901754
25,16516,230.58261159388348
26,14279,6350910.168697048
27,16575,-0.24014710588380694
28,15346,1181.8227792517282
29,15781,10756451.485752923
30,11337,2153181.8772890717
31,15504,1609292.8746979
32,17577,2320.2481252374128
33,12165,6154117.79342607
34,19686,829569.3941164992
35,17595,50971934.61266367
36,19063,114.58582686283626
37,18021,42501.86882649688
38,15871,350178.027354992
39,18421,219618.27519668546
40,19824,482931.72402446694
41,17593,40862.14298399305
42,11554,-0.8781019041780382
43,15583,2638.9673848128878
44,15763,135369.0765331299
45,11463,1051.8518220332917
46,18339,-9.997532593552023
47,18891,0.0366402193903923
48,18323,27376.048165441025
49,17899,1542979.2246648357
50,17949,0.31689334008842707
51,19725,20983.41602798365
52,11808,10459.277657332364
53,11819,0.1476803533732891
54,11797,321449.285344878
55,13533,72513.28958717152
56,10394,460.00733787869103
57,17955,0.9541239775717258
58,15031,177.69004526222125
59,19044,-1.2282182602211833
60,10621,28082.812301426195
61,13544,84064.65353201376
62,15924,32760524.684794996
63,12496,173230.72828525747
64,14336,0.9020907646045089
65,14125,4137.243215713184
66,18010,-17.394858574029058
67,11741,2536.3811468211934
68,11334,6.581043140264228
69,10169,20052037.942631308
70,10289,5974.930481573567
71,18863,818881.9253174758
72,18027,7.015466885641217
73,13843,0.9886919602286071
74,12857,696.2703057702165
75,19644,38780.08665780723
76,11890,3062270.583702298
77,19655,25524554.927380856
78,11680,0.04002330987714231
79,11438,147.97286448278464
80,16563,33590.016331948806
81,16062,568.3597693766933
82,11596,0.5046394928358495
83,17546,0.011651772074401379
84,10916,3424.1134140987415
85,16710,1663428.2861147672
86,11916,79082.63273535017
87,10241,8324.691414119443
88,17723,19780.23142684973
89,10445,38081.828091389965
90,13158,1140.945931200171
91,16643,14.59840512322262
92,10793,2917246.7268392597
93,15030,127.28287643729709
94,13004,0.28330194274894893
95,19252,2.0809800601564348
96,17842,19.149005953222513
97,18973,1446.7917653489858
98,13769,0.5879560490138829
99,14700,172.13279682956636
100,14502,68.03904705331661
101,19819,80859.62314821011
102,10290,491.05004560481757
103,11288,480.36993571347557
104,15502,112.13336131116375
105,10388,653828.8007850191
106,17682,25737215.452638783
107,12236,589.1311892159283
108,16370,2890.46454180358
109,11591,4158.81532882154
110,14398,109032887.20511942
111,10079,26290.030571594834
112,12735,101687.74522077618
113,18768,-0.9941941204015166
114,19410,12326.874615357257
115,14880,276063.23419024376
116,19662,1016.7337692664005
117,15613,5.971244106767699
118,17595,4354.62573170336
119,15476,5046712.026738689
120,12936,769657.8311257951
121,10521,7450.557052610675
122,14300,-0.2961316010914743
123,10105,93572.69908420276
124,14887,12269.429950722726
125,11663,371766.6628113347
126,16696,1661.663312702207
127,14942,-0.23994683381170034
128,14623,1327.852609804133
129,13516,177716.64683642867
130,19323,0.03181193373166025
131,11303,49947945.95376101
132,18508,1145.5195055147633
133,14450,5017201.631687213
134,12305,60085.31354263262
135,11774,108.87520339107141
136,17234,84905.07644661004
137,11124,598355.2330870735
138,19525,4.075649023987353
139,17843,154599.2596846479
140,11802,63915.56298571266
141,16368,65328.946475503035
142,10820,0.0019331369549036026
143,18236,5.809734921902418
144,17090,5.723338752286509
145,14379,-5.6305171004496515
146,14408,-0.9896138769108802
147,15492,56223.49548669648
148,19092,29003031.90710147
149,18976,4962.56673573982
150,16118,52278.02498315135
151,17879,1428.7161759906448
152,14949,29885.085583062377
153,15327,3191.4382859047037
154,10869,3420944.1784212887
155,16950,2940.370095242979
156,10721,158636.08675438445
157,11594,76232.40309545002
158,13900,12284.327441175003
159,14986,29317626.95185857
160,11632,37386.10096791363
161,19763,68836.774797966
162,19276,285.0367694022134
163,18387,764.2654029326513
164,10534,2705537.521156092
165,12128,12100.080128910486
166,13405,11.623045837506652
167,12615,14113.112621810287
168,18442,9698690.382031081
169,17955,7586430.207366912
170,10249,3624736.3920164895
171,12732,34983.886004869826
172,16720,9662.127631285693
173,18599,47850.137215035735
174,15789,15928.952079612529
175,11810,-0.6876071719452739
176,12544,1511062.6852092943
177,19259,1.1159182051196694
178,10291,108407.50711355824
179,10226,24.764223688747734
180,11705,17.755668504629284
181,10503,2549563.3179865293
182,10093,0.20137896947562695
183,19939,807.6584822344594
184,17187,2050945.7460900662
185,16503,92.43038277467713
186,18432,23801.4453704739
187,11641,7403.237188390456
188,11488,1358.6395720846485
189,16275,4119415.9570633993
190,16969,15500.530166507233
191,16381,300391.3893555319
192,13228,216882.25939161517
193,11833,-0.014522903598845005
194,19496,13.461177489487454
195,14659,321.61580607434735
196,17264,53341.30045402842
197,16554,2465299.3559668786
198,10400,2308.8967580769677
199,10719,17353.83829562296
200,13561,386126.46862418903
201,14415,220037.18990257452
202,13269,-0.002665555803105235
203,14857,25.507270200410858
204,18444,97.67415891587734
205,19781,0.21372126648202538
206,12760,456897.3365051523
207,14610,1647.054408248514
208,12850,219.30884085199796
209,15337,101103.69863820309
210,15795,162407716.05866605
211,10759,1944.4869013044517
212,12163,27.462362215854228
213,19809,2.5526098744012415
214,12269,755265.9275947352
215,15668,2.468498074449599
216,13682,10288.536750900093
217,19972,50715.84294565907
218,18844,1.0653995592147112
219,19940,1690806.695413515
220,17450,9594754.442542309
221,16187,0.0034365677274763584
222,18757,182592.20468276832
223,17596,-3.7636635275557637
224,14471,46743.7699062021
225,15547,3487461.8419283913
226,15528,34998.265492523555
227,19582,5.558378481073305
228,15654,239885.7509177511
229,16405,3243.365224138368
230,14234,12329.643170147901
231,10123,2853.44818898011
232,18630,644754.0724543144
233,13091,4.180574668105692
234,16896,38929.14125584159
235,12612,14.282703580800444
236,10479,3478769.209823026
237,13977,2273.3467789858114
238,11186,519182.59415634815
239,15766,1366558.1357103977
240,17315,1336978.611839564
241,12461,4.603561833500862
242,10886,360775.404868091
243,17123,44028.76203288883
244,13951,140143.26006059814
245,11191,462.5040168873966
246,12115,1.7022312097251415
247,18754,2091.573940251954
248,16720,490.6716515314765
249,17938,0.649130716919899
250,17046,735314.9915812013
251,17856,9238.960824015085
252,19217,740.7553929656278
253,13758,1106678.9329635757
254,18423,123863.85021662293
255,13901,22.558945152442902
256,19741,43983.22672684956
257,15122,12186553.593712807
258,12268,473297.1075127972
259,11702,14201013.69208838
260,17483,0.609699804103002
261,16206,2313.4041553772986
262,10407,348530.9468048464
263,12709,4791.3113304744475
264,14405,0.01122371619567275
265,14044,329553.9760962243
266,11590,12384924.843832476
267,11753,117284.05412661447
268,17426,3828274.23688094
269,14295,14809989.516113661
270,16448,14.182490730425343
271,15559,6.593277495354414
272,12336,23881.683785260422
273,10046,77.02272241865285
274,12545,23532.187706310302
275,10859,4.209865337703377
276,19543,50209.92026785179
277,16823,20203.108674758347
278,16162,52498.22610751912
279,10728,514080.4131478679
280,10154,1390011.810939052
281,12341,3576.6748715995345
282,19110,2308467.8534105276
283,11365,766400.5332691306
284,17373,1830327.9130918921
285,13383,2.7018004646524787
286,11120,2593002.8016898753
287,17993,20068.465122347232
288,16528,192.78550593322143
289,11078,201909.55607087328
290,12271,433.11835685838014
291,15111,2605.635405367473
292,15879,39451.72671804298
293,11885,62.55783593421802
294,19254,15.397313197143376
295,16120,264.6261474052444
296,15127,909.0128389862366
297,10476,6.4001691036392
298,16485,166839.99378326954
299,11249,8940831.508494303
300,10884,2125.1610964206047
301,10741,13536700.652791057
302,18741,7067.586730102543
303,19098,11946.158840502147
304,11519,1601664.1972898808
305,17002,4.84330216050148
306,17735,5003.92210830003
307,13508,28276.86022875691
308,18795,488749.40206919657
309,18584,8918.041279443307
310,18539,19.046219564275816
311,15543,11.290514700580388
312,18119,24854.022478349973
313,15105,991105.9114261959
314,11130,5737126.742444415
315,19692,2681.8568117544055
316,17108,4.3225904947612435
317,14140,0.017977035837247968
318,19459,12715700.655704517
319,10271,13.94681914942339
320,16911,1034895.5719363057
321,11908,11115.964643716346
322,18188,6471.746253904421
323,15437,5386.370360838482
324,19099,9297.507019196637
325,19249,5697.5133049984
326,13516,844.5427313814871
327,11327,0.5976234087720513
328,17948,113097.11824956886
329,10030,419.3540261348244
330,10454,17497.40207431605
331,17504,90.63457270083018
332,10146,3140112.1847821157
333,15849,1083.761938830372
334,17726,2124.7719181487337
335,12843,270.1272478257306
336,12793,17411.100638095057
337,11870,806206.4894346943
338,19026,368.3147319268901
339,14839,2048967.6192070246
340,13444,87.85525868786499
341,18326,6285.782465672586
342,12948,2046663.5290462866
343,13607,13.5647873734124
344,18272,16.724454862298444
345,15930,85928.99254244613
346,14882,0.0075491240713745356
347,18743,4677.511332473718
348,17585,13512.502371533308
349,18887,1.1201567449606955
350,18705,284.6734481274616
351,14082,13622148.388490096
352,18181,94344.39928459539
353,18795,3.240214347606525
354,12149,879.8084513822105
355,13536,3.059928606497124
356,19376,90006.65887672314
357,15153,41506.19857340632
358,15588,59590141.26613021
359,19790,1408.090798436664
360,15866,-1.7392449080944061e-06
361,11990,947971.9033625752
362,13641,539.4223783537745
363,17185,2411.7914031604305
364,17071,1120201.6109731745
365,15929,47365.223684923956
366,10368,10852.241067318944
367,14135,907.99878290575
368,15541,116496.49429994426
369,13330,2788.864403625019
370,11137,2952688.97630129
371,18162,0.3476010602898896
372,16416,60.71383510529995
373,17523,4.434696827083826
374,14318,646821.2915107803
375,14774,9950.894355022116
376,11447,2723.419763696147
377,18142,37.46600307547487
378,18356,200.27668566280045
379,12277,243.0064540230669
380,18570,101960.88761142734
381,18457,228.6701109916903
382,10962,24.033638223074377
383,14796,89506.98606133577
384,12019,503623.76072871033
385,11085,-56.95316227572039
386,11552,105.06084868055768
387,12139,362623.149060332
388,13329,52058.06632834859
389,10879,-0.12187685817480087
390,14327,5839.6269419761375
391,18376,735046.704114279
392,18722,4273928.484581395
393,15690,1517460.0727044
394,14621,1854513.652882968
395,16411,560891.9288998414
396,15104,494513.2586476193
397,17471,2899.1533065668773
398,13741,2702.6302981560584
399,19245,667.0547301101033
400,14748,267769.9320462034
401,13827,4250519.4088448435
402,10795,4280927.253483951
403,17118,153.59249674715102
404,11351,444773.41925091366
405,19865,0.001987811177968979
406,10971,232.5927455269266
407,19045,58899.47969345236
408,10367,997783.6108925717
409,13605,-6.842077694833279
410,16434,761444.3690542683
411,16971,9.779041295871139
412,16480,1172.8443538448773
413,12685,4642.001674200175
414,17269,3329.386922334321
415,16941,849.5097434874624
416,17402,3710.1641165041365
417,14588,998.0624047543388
418,18494,5565.1802893250715
419,14919,515455.75634883344
420,19033,543051.8910811176
421,17661,61195.6508700999
422,19632,311007.5173404794
423,12748,4085826.564200825
424,18750,80543.69713333948
425,18254,1738930.5948257549
426,15549,3364743.009626192
427,12412,7.800909678451717
428,13620,1.6172267419751734
429,17309,36.3441001244355
430,18568,352.61740903323516
431,19218,5516.841292923316
432,14534,53809.703371072654
433,15167,792.8275968830567
434,16290,655.9192489224952
435,10264,1116.8583033508621
436,16683,59106.43348699738
437,14888,68783.40984640457
438,16304,0.0002383892424404621
439,18849,433422.95897338726
440,18592,-1.7557227471843362
441,16930,2514128.2383569162
442,19257,620533.3276521491
443,15104,0.09552420466206968
444,11856,1701243.5967849288
445,10705,90541127.10189807
446,13602,4915.001635636203
447,19310,229313.6595619931
448,13178,1611.2730554889422
449,17571,49259.453958371654
450,13750,1.064813738455996
451,14475,96560.44605961326
452,16410,1240049.7956635198
453,14099,24.080574729014188
454,10669,1135437.256197386
455,19987,3351.564222017303
456,14121,11.150640686508268
457,15584,0.6504990793764591
458,11154,4.0047378083691
459,14659,0.15058791427873075
460,10411,150524.6395439196
461,13549,1236720.6882577904
462,16166,1528497.3667727807
463,19406,51030.38626752817
464,19765,71099.71404624311
465,19344,320.97943725436926
466,14272,559.7319794928189
467,17089,8.271544007584453
468,10088,1368.2943537903484
469,19243,336682.29422420193
470,14969,3026.9836408630945
471,13019,-0.010827108286321163
472,18148,3.981456662295386
473,14383,35354390.72965558
474,16387,1242.9784428263083
475,17932,1507571.9679592508
476,17408,91488.87131081382
477,10369,163.98853143164888
478,12786,952.5185895375907
479,10953,62.550318154040724
480,19943,111.27866059914231
481,10886,66.79585407767445
482,16185,-62.02641481603496
483,11903,1069712.485175237
484,10818,1.1309607457369566
485,13178,28.06657745828852
486,17557,174859.409121332
487,17157,0.37725746748037636
488,11014,0.011183872353285551
489,18956,244550.01397837885
490,13027,1.9039520986843854
491,16949,332165.24109591893
492,18017,1.5743342111818492
493,12537,236517.84138668887
494,12483,597.0754792881198
495,10648,122269.06219394458
496,13368,0.7470913953147829
497,18059,159279.76857027132
498,13427,622.2206325819716
499,15468,45170.84677976975
500,10416,12.000006758142263
501,11170,470612.18051086785
502,10526,-10.441471760626882
503,13808,1166412.6913547332
504,17501,112477.47326985071
505,10391,293.64847789425403
506,13412,0.014368548523634672
507,19786,17.31639814050868
508,11776,3725944.200003662
509,10099,10049.911532448605
510,16920,0.4322054395452142
511,17863,0.20065595558844507
512,15580,730.1149427692872
513,11049,64279118.67860083
514,11721,96.12364761601202
515,11579,-0.005448916228488088
516,16029,1989058.4733532602
517,16771,635130.8380317744
518,17674,783.1190982521512
519,17033,1150.9397043022327
520,11818,162053.28979125363
521,10816,1.9457836013752967
522,18137,11.913625453133136
523,18657,7787.869683607947
524,13147,140031.3506786297
525,14650,275172.36938734865
526,18637,9344982.42064262
527,15840,341.80836600391194
528,10771,6632939.135608732
