,ID,label
0,14189,-3406.4485952555015
1,14742,11027.778373786674
2,13905,2894.3030386057226
3,10072,1674.2532166932292
4,14879,2183.0735539166176
5,13815,16537.551136734324
6,19697,15801.736538154417
7,17494,1524.739340270715
8,16252,-6229.983467378989
9,16260,7900.768216873529
10,10947,10603.865090205101
11,11538,-4775.8222578101595
12,10851,-11595.589906112984
13,12313,-5057.213436427514
14,14644,-4764.243756342047
15,17497,459.40039685206045
16,12965,-6434.8420620304905
17,17746,2942.217519421766
18,13264,8961.353910898826
19,15763,-15056.800862051503
20,13170,-6699.693742518572
21,14479,15437.793739120276
22,10346,-5222.467982737419
23,18970,3364.6919584928505
24,17476,-3320.95898944874
25,12119,6070.8170444267
26,14522,8371.523341548129
27,11345,-204.88679350897112
28,15683,7887.147345628674
29,14338,-2010.6168738618721
30,16930,-1644.4861240299927
31,17549,3867.4655935744054
32,18555,2269.1387302579924
33,14186,-7967.301127922379
34,18035,-2870.8023199167005
35,11346,-3740.583190867886
36,13372,-1886.063097935282
37,14401,-4219.247159474147
38,14478,-1328.215092602742
39,13391,7997.131366291015
40,16092,-1088.1061487497057
41,15117,-15729.92631712391
42,14560,-9589.53109173479
43,19618,-7085.243127640982
44,12155,-228.21178999789433
45,10961,-12230.503063782291
46,19868,6548.256104188693
47,19198,7733.683185932368
48,13726,-1329.9793808757706
49,16666,-2254.6843896129153
50,13672,5880.981002415059
51,13886,-1465.0889052211128
52,19523,5505.243585649105
53,14938,3005.0476339874167
54,14487,-8398.57824656577
55,16576,-2661.1636574693057
56,19957,-11960.052431452368
57,16881,8470.136721627581
58,10869,10556.6961964611
59,12817,3912.7197061662964
60,18557,1096.9240627121637
61,17299,-9654.887198392953
62,17226,-7201.264660932898
63,16112,300.2296135537484
64,15144,972.2112523902001
65,15823,-5098.195805136464
66,15010,6253.149420868692
67,19373,-3278.96610910619
68,16184,3675.434335290068
69,19047,-1240.5304834489516
70,18646,-2160.5868216604176
71,13344,1117.2330477203911
72,12342,-1923.1780114425196
73,10553,3391.206660317176
74,19450,-18968.882704148407
75,15128,502.2807057699342
76,10044,-7152.915271258661
77,14856,-1805.7975763645356
78,15428,-2704.3036724579256
79,13473,3455.2311639633963
80,19872,2505.1855026890803
81,12692,-20159.272824503918
82,13888,-5390.935744793628
83,14823,7350.6298527688905
84,18733,-2975.7144998844074
85,10761,4995.947602034788
86,11591,5063.169673616411
87,12327,855.1628279837785
88,17004,4655.825775966668
89,15680,-1838.3059137636835
90,16195,121.1334913353034
91,15474,382.26314761648695
92,17284,-826.6349555877794
93,18908,-1528.3774319978681
94,14277,969.9919527962061
95,14924,-1954.031723252843
96,13919,1108.2273028976042
97,15254,-3253.8773980730225
98,13202,1584.0244803653839
99,16766,785.6859599344297
100,15324,11630.885861117758
101,11368,569.0358661625377
102,14317,-3089.130747753243
103,17266,1022.0275051425003
104,10189,1447.0676992776025
105,11028,3995.724619559166
106,10711,5850.546784833199
107,14874,3262.3536748089173
108,17245,-3272.23523049174
109,15974,7614.2064755831725
110,18994,-18672.36169175266
111,19872,-12009.766794827927
112,12836,-7493.05190412494
113,15735,4169.0349368911375
114,11353,-1279.3933685869056
115,14846,8634.915518223455
116,11607,-5928.941998547853
117,13728,2401.1692345827305
118,12620,-7000.797231367029
119,19347,11991.274712148517
120,17014,3188.4515346935727
121,10978,2510.8941635767305
122,16929,-412.94475432546216
123,14490,10133.509810365833
124,10736,-6840.570049595514
125,10832,-3553.6128754014476
126,16282,-475.9465168027902
127,16616,-15426.097319943518
128,12892,-6155.640409153686
129,11476,-8622.007986617335
130,18604,15055.724362793397
131,18388,-8009.170619598039
132,15459,-736.579094983253
133,19991,-4176.002051800352
134,11707,-21130.665394640335
